ruler,config,block_id,chapter_id,side,role,term_ids,form,start,end,surface,credited,context
gold,S0,d2l_preliminaries_ndarray_b046,d2l_preliminaries,source,denominator,gold:data,data,105,109,data,true,"ineering.
Our interests are not limited to simply
reading and writing [[data]] from/to arrays.
We want to perform mathematical operations on those a"
gold,S0,d2l_preliminaries_ndarray_b046,d2l_preliminaries,source,denominator,gold:elementwise,elementwise,243,254,elementwise,true,"hose arrays.
Some of the simplest and most useful operations
are the *[[elementwise]]* operations.
These apply a standard scalar operation
to each element "
gold,S0,d2l_preliminaries_ndarray_b046,d2l_preliminaries,source,denominator,gold:elementwise,elementwise,383,394,elementwise,true,"ch element of an array.
For functions that take two arrays as inputs,
[[elementwise]] operations apply some standard binary operator
on each pair of corres"
gold,S0,d2l_preliminaries_ndarray_b046,d2l_preliminaries,source,denominator,gold:elementwise,elementwise,519,530,elementwise,true," pair of corresponding elements from the two arrays.
We can create an [[elementwise]] function from any function
that maps from a scalar to a scalar."
gold,S0,d2l_preliminaries_ndarray_b046,d2l_preliminaries,source,denominator,gold:scalar,scalar,291,297,scalar,true,"l operations
are the *elementwise* operations.
These apply a standard [[scalar]] operation
to each element of an array.
For functions that take two ar"
gold,S0,d2l_preliminaries_ndarray_b046,d2l_preliminaries,source,denominator,gold:scalar,scalar,575,581,scalar,true,"can create an elementwise function from any function
that maps from a [[scalar]] to a scalar."
gold,S0,d2l_preliminaries_ndarray_b046,d2l_preliminaries,source,denominator,gold:scalar,scalar,587,593,scalar,true,"n elementwise function from any function
that maps from a scalar to a [[scalar]]."
gold,S0,d2l_preliminaries_ndarray_b046,d2l_preliminaries,target,active,gold:data,dữ liệu,108,115,dữ liệu,true,n mềm. Mối quan tâm của chúng ta không chỉ dừng lại ở việc đọc và ghi [[dữ liệu]] từ/đến các mảng. Chúng ta muốn thực hiện các phép toán toán học trên 
gold,S0,d2l_preliminaries_ndarray_b046,d2l_preliminaries,target,shadow,gold:norm,chuẩn,317,322,chuẩn,false,"c phép toán *theo từng phần tử*. Chúng áp dụng một phép toán vô hướng [[chuẩn]] lên từng phần tử của một mảng. Với các hàm nhận hai mảng làm đầu vào,"
gold,S0,d2l_preliminaries_ndarray_b046,d2l_preliminaries,target,shadow,gold:norm,chuẩn,454,459,chuẩn,false,"đầu vào, các phép toán theo từng phần tử áp dụng một toán tử nhị phân [[chuẩn]] lên từng cặp phần tử tương ứng từ hai mảng. Chúng ta có thể tạo một h"
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,source,denominator,gold:scalar,scalar,57,63,scalar,true,"In mathematical notation, we would denote such
a *unary* [[scalar]] operator (taking one input)
by the signature $f: \mathbb{R} \rightarr"
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,source,denominator,gold:scalar,scalar,275,281,scalar,true,"al number ($\mathbb{R}$) onto another.
Likewise, we denote a *binary* [[scalar]] operator
(taking two real inputs, and yielding one output)
by the sig"
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,source,denominator,gold:scalar,scalar,848,854,scalar,true,"\mathbb{R}^d, \mathbb{R}^d \rightarrow \mathbb{R}^d$
by *lifting* the [[scalar]] function to an elementwise vector operation."
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,source,denominator,gold:vector,vector,527,533,vector,true,"{v}$ *of the same shape*,
and a binary operator $f$, we can produce a [[vector]]
$\mathbf{c} = F(\mathbf{u},\mathbf{v})$
by setting $c_i \gets f(u_i, "
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,source,denominator,gold:vector,vector,760,766,vector,true,"ors $\mathbf{c}, \mathbf{u}$, and $\mathbf{v}$.
Here, we produced the [[vector]]-valued
$F: \mathbb{R}^d, \mathbb{R}^d \rightarrow \mathbb{R}^d$
by *l"
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,source,denominator,gold:vector,vector,882,888,vector,true,"rrow \mathbb{R}^d$
by *lifting* the scalar function to an elementwise [[vector]] operation."
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,source,denominator,gold:elementwise,elementwise,870,881,elementwise,true,"R}^d \rightarrow \mathbb{R}^d$
by *lifting* the scalar function to an [[elementwise]] vector operation."
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,target,active,gold:vector,vector,414,420,vector,true,"u: $f: \mathbb{R}, \mathbb{R} \rightarrow \mathbb{R}$. Với bất kỳ hai [[vector]] $\mathbf{u}$ và $\mathbf{v}$ *cùng dạng*, và một toán tử hai ngôi $f$"
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,target,active,gold:vector,vector,519,525,vector,true," *cùng dạng*, và một toán tử hai ngôi $f$, chúng ta có thể tạo ra một [[vector]] $\mathbf{c} = F(\mathbf{u},\mathbf{v})$ bằng cách đặt $c_i \gets f(u_"
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,target,active,gold:vector,vector,686,692,vector,true," trong đó $c_i, u_i$, và $v_i$ là các phần tử $i^\mathrm{th}$ của các [[vector]] $\mathbf{c}, \mathbf{u}$, và $\mathbf{v}$. Ở đây, chúng ta đã tạo ra "
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,target,shadow,gold:value,giá trị,769,776,giá trị,false,"bf{c}, \mathbf{u}$, và $\mathbf{v}$. Ở đây, chúng ta đã tạo ra hàm có [[giá trị]] vector $F: \mathbb{R}^d, \mathbb{R}^d \rightarrow \mathbb{R}^d$ bằng "
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,target,active,gold:vector,vector,777,783,vector,false,"mathbf{u}$, và $\mathbf{v}$. Ở đây, chúng ta đã tạo ra hàm có giá trị [[vector]] $F: \mathbb{R}^d, \mathbb{R}^d \rightarrow \mathbb{R}^d$ bằng cách *n"
gold,S0,d2l_preliminaries_ndarray_b047,d2l_preliminaries,target,active,gold:vector,vector,891,897,vector,false,arrow \mathbb{R}^d$ bằng cách *nâng* hàm vô hướng thành một phép toán [[vector]] theo từng phần tử.
gold,S0,d2l_preliminaries_ndarray_b048,d2l_preliminaries,source,denominator,gold:elementwise,elementwise,98,109,elementwise,true,"ic operators
(`+`, `-`, `*`, `/`, and `**`)
have all been *lifted* to [[elementwise]] operations
for any identically-shaped tensors of arbitrary shape.
We "
gold,S0,d2l_preliminaries_ndarray_b048,d2l_preliminaries,source,denominator,gold:elementwise,elementwise,188,199,elementwise,true,"ns
for any identically-shaped tensors of arbitrary shape.
We can call [[elementwise]] operations on any two tensors of the same shape.
In the following exa"
gold,S0,d2l_preliminaries_ndarray_b048,d2l_preliminaries,source,denominator,gold:elementwise,elementwise,360,371,elementwise,true,"o formulate a 5-element tuple,
where each element is the result of an [[elementwise]] operation."
gold,S0,d2l_preliminaries_ndarray_b048,d2l_preliminaries,source,denominator,gold:example,example,266,273,example,true,"ise operations on any two tensors of the same shape.
In the following [[example]], we use commas to formulate a 5-element tuple,
where each element is "
gold,S0,d2l_preliminaries_ndarray_b048,d2l_preliminaries,target,shadow,gold:norm,chuẩn,19,24,chuẩn,false,"Các toán tử số học [[chuẩn]] thông dụng (`+`, `-`, `*`, `/`, và `**`) đều đã được *nâng* thành các"
gold,S0,d2l_preliminaries_ndarray_b048,d2l_preliminaries,target,shadow,gold:dimensionality,số chiều,162,170,số chiều,false,ác phép toán theo từng phần tử cho mọi tensor có cùng dạng với bất kỳ [[số chiều]] nào. Chúng ta có thể gọi các phép toán theo từng phần tử trên bất kỳ 
gold,S0,d2l_preliminaries_ndarray_b050,d2l_preliminaries,source,denominator,gold:elementwise,elementwise,101,112,elementwise,true,"ic operators
(`+`, `-`, `*`, `/`, and `**`)
have all been *lifted* to [[elementwise]] operations.**]"
gold,S0,d2l_preliminaries_ndarray_b050,d2l_preliminaries,target,shadow,gold:norm,chuẩn,22,27,chuẩn,false,"[**Các toán tử số học [[chuẩn]] thông dụng (`+`, `-`, `*`, `/`, và `**`) đều đã được *nâng lên* thành"
gold,S0,d2l_preliminaries_ndarray_b054,d2l_preliminaries,source,denominator,gold:elementwise,elementwise,39,50,elementwise,true,"Many (**more operations can be applied [[elementwise]]**),
including unary operators like exponentiation."
gold,S0,d2l_preliminaries_ndarray_b058,d2l_preliminaries,source,denominator,gold:elementwise,elementwise,15,26,elementwise,true,"In addition to [[elementwise]] computations,
we can also perform linear algebra operations,
includin"
gold,S0,d2l_preliminaries_ndarray_b058,d2l_preliminaries,source,denominator,gold:linear algebra,linear algebra,61,75,linear algebra,true,"In addition to elementwise computations,
we can also perform [[linear algebra]] operations,
including vector dot products and matrix multiplication.
"
gold,S0,d2l_preliminaries_ndarray_b058,d2l_preliminaries,source,denominator,gold:linear algebra,linear algebra,181,195,linear algebra,true,"oducts and matrix multiplication.
We will explain the crucial bits of [[linear algebra]]
(with no assumed prior knowledge) in :numref:`sec_linear-algebra`."
gold,S0,d2l_preliminaries_ndarray_b058,d2l_preliminaries,source,denominator,gold:vector,vector,98,104,vector,true,"omputations,
we can also perform linear algebra operations,
including [[vector]] dot products and matrix multiplication.
We will explain the crucial b"
gold,S0,d2l_preliminaries_ndarray_b058,d2l_preliminaries,source,denominator,gold:prior,prior,213,218,prior,true,".
We will explain the crucial bits of linear algebra
(with no assumed [[prior]] knowledge) in :numref:`sec_linear-algebra`."
gold,S0,d2l_preliminaries_ndarray_b058,d2l_preliminaries,target,active,gold:linear algebra,đại số tuyến tính,84,101,đại số tuyến tính,true," tính theo từng phần tử, chúng ta cũng có thể thực hiện các phép toán [[đại số tuyến tính]], bao gồm tích vô hướng của vector và phép nhân ma trận. Chúng ta sẽ g"
gold,S0,d2l_preliminaries_ndarray_b058,d2l_preliminaries,target,shadow,gold:dot product,tích vô hướng,111,124,tích vô hướng,false,"úng ta cũng có thể thực hiện các phép toán đại số tuyến tính, bao gồm [[tích vô hướng]] của vector và phép nhân ma trận. Chúng ta sẽ giải thích những phần cố"
gold,S0,d2l_preliminaries_ndarray_b058,d2l_preliminaries,target,active,gold:vector,vector,129,135,vector,true," thực hiện các phép toán đại số tuyến tính, bao gồm tích vô hướng của [[vector]] và phép nhân ma trận. Chúng ta sẽ giải thích những phần cốt lõi của đ"
gold,S0,d2l_preliminaries_ndarray_b058,d2l_preliminaries,target,active,gold:linear algebra,đại số tuyến tính,204,221,đại số tuyến tính,true,r và phép nhân ma trận. Chúng ta sẽ giải thích những phần cốt lõi của [[đại số tuyến tính]] (không giả định kiến thức nền trước) trong :numref:`sec_linear-algebr
gold,S0,d2l_preliminaries_ndarray_b059,d2l_preliminaries,source,denominator,gold:concatenate,concatenate,16,27,concatenate,true,"We can also [***[[concatenate]]* multiple tensors together,**]
stacking them end-to-end to form a lar"
gold,S0,d2l_preliminaries_ndarray_b059,d2l_preliminaries,source,denominator,gold:concatenate,concatenate,191,202,concatenate,true," to provide a list of tensors
and tell the system along which axis to [[concatenate]].
The example below shows what happens when we concatenate
two matrice"
gold,S0,d2l_preliminaries_ndarray_b059,d2l_preliminaries,source,denominator,gold:concatenate,concatenate,249,260,concatenate,true,"ich axis to concatenate.
The example below shows what happens when we [[concatenate]]
two matrices along rows (axis 0, the first element of the shape)
vs. "
gold,S0,d2l_preliminaries_ndarray_b059,d2l_preliminaries,source,denominator,gold:end-to-end,end-to-end,73,83,end-to-end,true,"can also [***concatenate* multiple tensors together,**]
stacking them [[end-to-end]] to form a larger tensor.
We just need to provide a list of tensors
an"
gold,S0,d2l_preliminaries_ndarray_b059,d2l_preliminaries,source,denominator,gold:example,example,208,215,example,true,"t of tensors
and tell the system along which axis to concatenate.
The [[example]] below shows what happens when we concatenate
two matrices along rows "
gold,S0,d2l_preliminaries_ndarray_b059,d2l_preliminaries,target,active,gold:concatenate,nối,25,28,nối,true,"Chúng ta cũng có thể [***[[nối]]* nhiều tensor lại với nhau,**] ghép chúng nối tiếp đầu-cuối để tạo th"
gold,S0,d2l_preliminaries_ndarray_b059,d2l_preliminaries,target,active,gold:end-to-end,đầu-cuối,80,88,đầu-cuối,true,"ũng có thể [***nối* nhiều tensor lại với nhau,**] ghép chúng nối tiếp [[đầu-cuối]] để tạo thành một tensor lớn hơn. Ta chỉ cần cung cấp một danh sách cá"
gold,S0,d2l_preliminaries_ndarray_b059,d2l_preliminaries,target,active,gold:concatenate,nối,205,208,nối,true,ng cấp một danh sách các tensor và cho hệ thống biết theo trục nào để [[nối]]. Ví dụ dưới đây cho thấy điều gì xảy ra khi chúng ta nối hai ma trận 
gold,S0,d2l_preliminaries_ndarray_b059,d2l_preliminaries,target,active,gold:concatenate,nối,262,265,nối,true," trục nào để nối. Ví dụ dưới đây cho thấy điều gì xảy ra khi chúng ta [[nối]] hai ma trận theo hàng (trục 0, phần tử đầu tiên của shape) so với the"
gold,S0,d2l_preliminaries_ndarray_b063,d2l_preliminaries,source,denominator,gold:example,example,100,107,example,true,"ruct a binary tensor via *logical statements*.**]
Take `X == Y` as an [[example]].
For each position, if `X` and `Y` are equal at that position,
the co"
